
v1	v2	v3	v4	v5	v6	v7	v8	time
0.0027015	0.0049348	-0.1585968	-0.0099553	-0.0660554	-0.06831	-0.0468957	0.0004287	2623.23
0.0027234	0.0049763	-0.1590193	-0.0099248	-0.066264	-0.0685021	-0.0469386	0.0004385	2635.81
0.0026659	0.0050292	-0.1594706	-0.009943	-0.066359	-0.0687089	-0.0471274	0.0004067	2648.38
0.0027473	0.0050319	-0.1598251	-0.0099346	-0.0665895	-0.0688724	-0.0472842	0.0004737	2660.95
0.0027611	0.0050116	-0.1602632	-0.0099613	-0.0667631	-0.0689938	-0.04738	0.0004824	2673.54
0.0026961	0.0049814	-0.1607102	-0.0100007	-0.0669778	-0.0691903	-0.0474941	0.0004958	2686.12
0.0028307	0.0049894	-0.1610252	-0.0099734	-0.0671276	-0.0694216	-0.0477043	0.0005061	2698.68
0.0027415	0.00495	-0.16141	-0.0099164	-0.0672187	-0.0695859	-0.0477137	0.0005217	2711.27
0.0027869	0.0050346	-0.1618332	-0.0099573	-0.0674609	-0.0697475	-0.047797	0.0005497	2723.9
0.0028024	0.0049953	-0.1621823	-0.0099832	-0.0676268	-0.0699183	-0.047966	0.0005553	2736.49
0.0028137	0.0050455	-0.1625722	-0.0099241	-0.0677962	-0.0700908	-0.0480192	0.0005596	2749.1
0.0027879	0.0050937	-0.1629275	-0.0099917	-0.0678977	-0.0702939	-0.0481042	0.0005969	2761.67
0.0027929	0.0051163	-0.1633275	-0.0099076	-0.0680913	-0.0704049	-0.0482238	0.0005921	2774.28
0.0028115	0.0051082	-0.1637247	-0.009856	-0.0683108	-0.0705076	-0.0483113	-0.0013061	2786.87
0.00254	0.0049304	-0.164071	-0.0100496	-0.0684289	-0.0708002	-0.0484679	0.000641	2799.48
0.0027214	0.0052305	-0.1644319	-0.0099388	-0.0686124	-0.0709035	-0.0485257	0.0006478	2812.08
0.002851	0.0051195	-0.1647939	-0.0099265	-0.0687608	-0.0710012	-0.0486273	0.0006389	2824.64
0.0028172	0.0051659	-0.1651037	-0.0099771	-0.068866	-0.071175	-0.0487231	0.0006358	2837.28
0.0028759	0.0051015	-0.1654129	-0.009924	-0.0690511	-0.0713664	-0.0487999	0.0006963	2849.88
0.0028467	0.0051873	-0.1659168	-0.0098574	-0.069232	-0.0715937	-0.0489123	0.0006883	2862.47
0.0029296	0.005393	-0.1660427	-0.009959	-0.0693143	-0.0716914	-0.04896	0.0007159	2875.1
0.0029523	0.0052002	-0.1664891	-0.0099462	-0.0695775	-0.0718051	-0.0491485	0.0006632	2887.7
0.0028313	0.0051045	-0.1667404	-0.0100136	-0.0695914	-0.0723265	-0.0491747	0.0007046	2900.32
0.002896	0.0052295	-0.1672028	-0.0099863	-0.0697488	-0.072295	-0.049183	0.0006788	2912.98
0.0029251	0.0051505	-0.1674061	-0.0100351	-0.06981	-0.0722299	-0.0496644	0.0007293	2925.58
