
v1	v2	v3	v4	v5	v6	v7	v8	time
0.0008658	0.0020877	-0.0578578	-0.0100655	-0.0222052	-0.0235074	-0.0191871	-0.0033057	1356.77
0.0008403	0.0021036	-0.0580153	-0.0099801	-0.0226534	-0.0234755	-0.0192656	-0.0032987	1372.26
0.0008727	0.0020884	-0.0582492	-0.009991	-0.0224771	-0.0237388	-0.0192919	-0.003277	1387.73
0.0011921	0.0020494	-0.0583212	-0.0101133	-0.0226108	-0.023733	-0.0194049	-0.0032802	1403.18
0.0008615	0.0021026	-0.058747	-0.0099168	-0.0226641	-0.0238707	-0.0194403	-0.0032671	1418.62
0.0008921	0.0021299	-0.0590067	-0.0099839	-0.0225809	-0.0239037	-0.0194962	-0.0032955	1434.06
0.0009151	0.0016673	-0.0593427	-0.0110584	-0.0226041	-0.0239837	-0.0195858	-0.0032549	1449.48
0.0009339	0.0027156	-0.0591433	-0.0097093	-0.0229214	-0.0247374	-0.0197488	-0.0032281	1464.93
0.000805	0.0021976	-0.0595995	-0.00988	-0.023081	-0.024304	-0.0196867	-0.0032402	1480.39
0.0009599	0.0021299	-0.0598249	-0.0099732	-0.0231127	-0.0243422	-0.0197258	-0.0032121	1495.87
0.0009142	0.0021843	-0.0602609	-0.0099307	-0.0227988	-0.023881	-0.0197909	-0.0032068	1511.33
0.0009012	0.0021505	-0.060285	-0.0099512	-0.0233284	-0.0246156	-0.0198457	-0.0030871	1526.81
0.00092	0.0022302	-0.0605312	-0.009934	-0.0233482	-0.024647	-0.0199267	-0.0031647	1542.25
0.0010111	0.0021828	-0.060738	-0.0097847	-0.023557	-0.0248187	-0.0200051	-0.0031658	1557.73
0.0009102	0.0021223	-0.0611748	-0.0100831	-0.0236569	-0.0249027	-0.0201116	-0.0031651	1569.22
0.0005727	0.0021253	-0.0613302	-0.010034	-0.0237773	-0.0250628	-0.0201832	-0.0031676	1580.71
0.0008589	0.0021394	-0.0614638	-0.009922	-0.0238291	-0.0251699	-0.0202789	-0.0031575	1592.16
0.0008662	0.0021182	-0.061633	-0.0100295	-0.0238701	-0.0251826	-0.0201891	-0.0031457	1603.6
0.0008771	0.0021628	-0.0617084	-0.0100116	-0.0239716	-0.0252008	-0.0202083	-0.0031309	1615.1
0.000962	0.0017005	-0.0619042	-0.0105124	-0.0242027	-0.0251505	-0.0202161	-0.0031288	1626.56
0.0008387	0.0022147	-0.0620844	-0.0098743	-0.0240914	-0.025422	-0.020309	-0.0031326	1638.03
0.0009061	0.0021996	-0.0621522	-0.0100109	-0.0242682	-0.0254387	-0.0203718	-0.0031236	1649.46
